science_decreases_jobs,trust_neighbours,trust_government,trust_scientists,trust_journalists,trust_doctors,trust_ngos,trust_trad_healers,age,gender,education,hh_income,subj_income,emp_status
TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,37,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,32,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,52,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Unemployed
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,59,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,45,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,34,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,39,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,73,Male,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,57,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed part time do not want full time
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Male,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,57,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,67,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,43,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,38,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,43,Male,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,70,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,73,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,58,Female,Elementary or less (8 years or less),Middle 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,58,Female,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,19,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,41,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,57,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,54,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,76,Female,Elementary or less (8 years or less),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,55,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,66,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,73,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed part time want full time
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,55,Female,Elementary or less (8 years or less),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,67,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,46,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,31,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,40,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,68,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,43,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,58,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,50,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,53,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,59,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,39,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,38,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,26,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,32,Male,Tertiary,Fourth 20%,Getting by on present income,Employed full time for self
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,Male,Tertiary,Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,49,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,69,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,50,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,69,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time want full time
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,36,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,72,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,64,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,21,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,65,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,48,Female,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,71,Female,Elementary or less (8 years or less),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,55,Male,Secondary (8-15 years),Fourth 20%,Finding it very difficult on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,38,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,66,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84,Female,Elementary or less (8 years or less),Second 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,68,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,66,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,42,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,76,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,71,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,56,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,59,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,32,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,42,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,52,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,63,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,Male,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,64,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,52,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,63,Female,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Female,Secondary (8-15 years),Fourth 20%,Finding it very difficult on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,68,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,31,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,100,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,45,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,72,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,44,Female,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,65,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,56,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,60,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,43,Female,Secondary (8-15 years),Second 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,48,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,38,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,48,Male,Elementary or less (8 years or less),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,62,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,56,Male,Secondary (8-15 years),Poorest 20%,Finding it very difficult on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,70,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,60,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,69,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,45,Male,Tertiary,Fourth 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,41,Male,Tertiary,Richest 20%,Getting by on present income,Employed part time want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,40,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77,Male,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,47,Male,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,100,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,40,Female,Tertiary,Poorest 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,50,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,75,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,76,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,44,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,37,Male,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,26,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,72,Female,Secondary (8-15 years),Second 20%,Living comfortable on present income,Out of workforce
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,56,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,46,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,78,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,23,Female,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed part time want full time
TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,80,Male,Secondary (8-15 years),Second 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,46,Male,Tertiary,Poorest 20%,Getting by on present income,Employed full time for self
TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,65,Male,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,59,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,59,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,75,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,60,Male,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,74,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,34,Female,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed part time do not want full time
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,37,Male,Secondary (8-15 years),Second 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,63,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,47,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,39,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,53,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for an employer
FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,58,Male,Secondary (8-15 years),Richest 20%,Getting by on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,88,Female,Secondary (8-15 years),Poorest 20%,Getting by on present income,Out of workforce
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,72,Female,Secondary (8-15 years),Poorest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,35,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,67,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,39,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,40,Male,Secondary (8-15 years),Fourth 20%,Getting by on present income,Employed full time for an employer
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,24,Female,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed part time want full time
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,67,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,19,Male,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,60,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,44,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,71,Female,Secondary (8-15 years),Richest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,34,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,83,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,53,Male,Secondary (8-15 years),Poorest 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,51,Male,Tertiary,Richest 20%,Living comfortable on present income,Employed full time for an employer
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Male,Secondary (8-15 years),Middle 20%,Living comfortable on present income,Employed full time for self
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,72,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,75,Male,Tertiary,Poorest 20%,Getting by on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,75,Male,Secondary (8-15 years),Richest 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,Female,Secondary (8-15 years),Fourth 20%,Living comfortable on present income,Out of workforce
TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for self
TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,61,Female,Secondary (8-15 years),Middle 20%,Getting by on present income,Out of workforce
FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70,Male,Secondary (8-15 years),Second 20%,Finding it difficult on present income,Out of workforce
FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,64,Male,Secondary (8-15 years),Richest 20%,Living comfortable on present income,Employed full time for an employer
